施設CD,施設名
10318805,医療法人社団　澄川メディカル整形外科医院
10318821,医療法人社団　糖友会　栗原内科
10318839,医療法人社団　林下病院
10318847,医療法人社団　開耳会　福住耳鼻咽喉科
10318862,勤医協　菊水こども診療所
10318870,医療法人社団　幸仁会　札幌ロイヤル病院
10318938,医療法人社団　仁秀会　白石整形外科
10318961,医療法人　札幌きい眼科
10318987,医療法人社団　朋仁会　整形外科北新病院
10318995,ふじのさわ内科クリニック
10319019,医療法人　信佑会　吉田記念病院
10319043,医療法人社団　廣仁会　福住皮膚科クリニック
10319068,医療法人社団　竹嶋内科クリニック
10319076,医療法人社団　清香会　おおしま内科胃腸科クリニック
10319084,医療法人社団　こぶし　札幌こぶしクリニック
10319159,医療法人社団　圭光会　いなむら皮膚科医院
10319167,医療法人　エイエムシイ　あおば内科クリニック
10319191,医療法人豊和会　豊和会札幌病院
10319217,内科・神経内科美園医院
10319282,中の島泌尿器科クリニック
10319308,内科・胃腸科クリニック長尾医院
10319324,医療法人社団　百町整形外科
10319332,医療法人社団　札幌メモリアル眼科
10319340,医療法人社団　ひらい内科小児科
10319357,医療法人社団　さくら会　新札幌泌尿器科
10319373,医療法人菊郷会　札幌センチュリー病院
10319381,医療法人社団　中里内科胃腸科クリニック
10319415,医療法人社団　根本耳鼻咽喉科クリニック
10319423,社会医療法人　康和会　札幌しらかば台病院
10319431,医療法人社団　清田ウィメンズクリニック
10319449,医療法人社団　坂本耳鼻咽喉科医院
10319456,医療法人社団　野村内科医院
10319464,中の島たけだ眼科
10319480,勤医協平和通りクリニック
10319514,南平岸内科クリニック
10319548,せんば内科医院
10319597,医療法人社団　グロリア会　月寒グロリアクリニック
10319621,医療法人社団　南郷医院
10319639,医療法人社団　ひらおか内科胃腸科
10319647,医療法人社団　堀江外科
10319654,松本内科クリニック
10319670,医療法人社団　豊武会　幌東病院
10319688,医療法人社団　豊武会　小野医院
10319696,仁楡会病院
10319704,医療法人社団　高台病院
10319712,医療法人社団　信洋会　石山病院
10319753,医療法人社団　兼古循環器クリニック
10319779,医療法人社団　新札幌眼科
10319787,医療法人社団　髙橋内科医院
10319811,新札幌内科クリニック
10319852,医療法人社団　札幌東クリニック
10319860,医療法人社団　さいぜん内科循環器科クリニック
10319878,医療法人社団　芸術の森泌尿器科
10319886,医療法人　大谷地共立眼科
10319910,中島内科胃腸科クリニック
10319928,医療法人　札幌平岡病院
10319944,さとわ内科クリニック
10319951,医療法人社団　恵信会　豊平整形外科
10319985,医療法人社団　はしもとクリニック
10319993,医療法人　福住産科婦人科クリニック
10320009,医療法人　北志会　札幌ライラック病院
10410057,医療法人　耕仁会　札幌太田病院
10410420,同交会病院
10410545,社会福祉法人　札幌慈啓会　慈啓会病院
10410677,広瀬医院
10410867,医療法人社団　慶愛会　札幌花園病院
10411030,安達眼科医院
10411121,医療法人　札幌第一病院
10411329,福士小児科内科医院
10411360,高杉内科小児科医院
10411550,のうなか医院
10412269,尾形整形外科医院
10412343,山藤内科医院
10412434,社会福祉法人　特別養護老人ホーム神愛園手稲診療所
10412459,医療法人社団明生会　琴似ロイヤル病院
10412467,医療法人社団明生会　手稲ロイヤル病院
10412541,山本医院
10412814,緑ケ丘療育園
10413176,山の手内科クリニック
10413325,医療法人　聖愛会　発寒中央病院
10413416,山田皮膚科医院
10413432,よまいだ内科医院
10413523,医療法人　勉仁会　中垣病院
10413580,長尾耳鼻咽喉科医院
10413705,ため小児科医院
10413838,湯浅内科クリニック
10413853,中村小児科医院
10413887,島田内科小児科
10413994,医療法人　福和会　札幌立花病院
10414000,医療法人社団　糖研会　北陵内科病院
10414067,田代皮膚科医院
10414083,勤医協　札幌西区病院
10414190,北会神経内科病院
10414273,山口小児科
10414315,手稲渓仁会病院
10414380,医療法人社団　横山内科
10414414,医療法人社団　うえと医院
10414422,医療法人社団　小原眼科医院
10414448,医療法人社団　鉄工団地診療所
10414497,医療法人社団　長谷川眼科医院
10414513,医療法人社団　森谷内科クリニック
10414539,医療法人社団　ひらい耳鼻咽喉科医院
10414547,医療法人社団　板垣小児科内科医院
10414562,医療法人社団　首藤内科
10414596,医療法人社団　いけがき医院
10414612,医療法人社団　岩崎整形外科医院
10414620,医療法人社団　篠田整形外科
10414638,医療法人社団　いなべ医院
10414646,医療法人社団　水口整形外科医院
10414687,医療法人社団　緑生会　森皮膚科医院
10414711,医療法人社団　花田眼科
10414737,医療法人社団　坂本医院
10414760,医療法人社団　太田内科歯科
10414794,医療法人澤山会　手稲病院
10414828,医療法人社団　八軒整形外科
10414851,札幌心臓血管・内科・リハビリテーション病院
10414869,医療法人社団　北浜胃腸科・内科
10414943,医療法人　札幌グリーン病院
10414968,医療法人　秀友会　札幌秀友会病院
10415064,高下小児科医院
10415080,医療法人社団　たけうち小児科
10415098,医療法人社団　延山会　西成病院
10415221,医療法人社団　碩心会　心臓血管センター北海道大野病院
10415239,医療法人　札幌西の峰病院
10415247,医療法人　山の手通八木病院
10415254,医療法人社団　後藤田医院
10415262,医療法人　法真会　ひしかわ内科クリニック
10415270,医療法人　西さっぽろ病院
10415304,医療法人社団　小笠原医院
10415346,医療法人社団　札幌ことに乳腺クリニック
10415353,医療法人　札幌宮の沢病院
10415379,医療法人社団　静和会　静和記念病院
10415387,医療法人社団　静和会　平和病院
10415437,医療法人　札幌山の上病院
10415452,医療法人社団　石塚内科　消化器科
10415478,医療法人社団　稲信会　まえだ森林クリニック
10415502,医療法人社団　星置駅前内科医院
10415528,おくで耳鼻科
10415536,医療法人社団　琴似小児科クリニック
10415544,医療法人社団　琴似産科婦人科クリニック
10415585,医療法人社団　いとう内科・胃腸科
10415619,医療法人社団　たかだ小児クリニック
10415627,医療法人社団　稲楡会　西手稲整形外科
10415635,医療法人　高橋脳神経外科病院
10415650,小笠原眼科
10415692,佐賀眼科
10415700,医療法人社団　小児科西町クリニック
10415767,医療法人社団　札幌西整形外科
10415775,医療法人社団　啓愛会　西さっぽろ小児科
10415791,医療法人社団　樹恩会　藤丸外科・整形外科医院
10415825,医療法人　札幌緑誠病院
10415858,医療法人社団　しまの小児科
10415874,宮の沢皮膚科クリニック
10415916,医療法人　札幌円山整形外科　宮の沢整形外科クリニック
10415932,くりやま耳鼻咽喉科
10415940,手稲いなほ外科整形外科
10415965,医療法人社団　信和会　石川泌尿器科
10415973,医療法人社団　伸孝会　ていね泌尿器科
10415999,医療法人　タナカメディカル　札幌田中病院
10416005,医療法人社団　深仁会　ふかざわ病院
10416013,藤屋医院
10416054,クリニックもりや
10416112,浜坂皮フ科
10416120,医療法人　北武会　北都病院
10416138,医療法人　北武会　北都内科クリニック
10416153,医療法人　渓仁会　手稲渓仁会クリニック
10416161,医療法人社団　細田こどもクリニック
10416179,医療法人社団　札幌西野整形外科
10416187,医療法人社団　松永内科クリニック
10416286,医療法人社団　さくらだ医院
10416328,医療法人社団明視会　おのだ眼科
10416344,医療法人社団　西さっぽろ皮フ科・アレルギー科
10416377,医療法人社団　さんべ耳鼻咽喉科医院
10416385,医療法人社団　なかお眼科
